url,form_type,status,note,source,extra
https://www.sec.gov/Archives/edgar/data/2043508/000147793225008266/lake_10q.htm?form=10-Q,10-Q,Incomplete,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/2043508/000147793225008266/lake_10q.htm?form=10-Q,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1997711/000199771125000141/coverpage6-ka_q32025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1997711/000199771125000141/coverpage6-ka_q32025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1997711/000199771125000138/coverpage6-k_q32025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1997711/000199771125000138/coverpage6-k_q32025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1997711/000199771125000137/coverpage6-k_q32025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1997711/000199771125000137/coverpage6-k_q32025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1997711/000199771125000094/coverpage6-k_q22025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1997711/000199771125000094/coverpage6-k_q22025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1997711/000199771125000092/coverpage6-k_q22025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1997711/000199771125000092/coverpage6-k_q22025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1997711/000164117225002932/form20-fa.htm?form=20-F,20-F,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1997711/000164117225002932/form20-fa.htm?form=20-F,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/2073928/000121390025110004/ea0264984-10q_m3brigade6.htm?form=10-Q,10-Q,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/2073928/000121390025110004/ea0264984-10q_m3brigade6.htm?form=10-Q,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/2073928/000121390025097450/ea0259631-10q_m3brigade6.htm?form=10-Q,10-Q,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/2073928/000121390025097450/ea0259631-10q_m3brigade6.htm?form=10-Q,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025053953/form6-kxnovember252025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025053953/form6-kxnovember252025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025047070/form6-kxoctober292025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025047070/form6-kxoctober292025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025045674/form6-kxoctober212025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025045674/form6-kxoctober212025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025044673/form6-kxoctober92025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025044673/form6-kxoctober92025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025041464/form6-kxseptember22025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025041464/form6-kxseptember22025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025040003/a9form6-kxaugust132025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025040003/a9form6-kxaugust132025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025037183/form6-kxaugust12025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025037183/form6-kxaugust12025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025034470/form6-kxjuly82025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025034470/form6-kxjuly82025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000162828025029252/form6-kxjune42025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000162828025029252/form6-kxjune42025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1620737/000106299324020994/form40fa.htm?form=40-F,40-F,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1620737/000106299324020994/form40fa.htm?form=40-F,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1795091/000121390025110829/ea0265250-10q_ostherap.htm?form=10-Q,10-Q,Incomplete,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1795091/000121390025110829/ea0265250-10q_ostherap.htm?form=10-Q,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/2051380/000121390025076683/ea0252145-10q_grabagun.htm?form=10-Q,10-Q,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/2051380/000121390025076683/ea0252145-10q_grabagun.htm?form=10-Q,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1095052/000106299325017053/form40f.htm?form=40-F,40-F,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1095052/000106299325017053/form40f.htm?form=40-F,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1095052/000106299325017052/form6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1095052/000106299325017052/form6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1095052/000106299325012749/form6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1095052/000106299325012749/form6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1095052/000106299324019757/form40f.htm?form=40-F,40-F,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1095052/000106299324019757/form40f.htm?form=40-F,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025114121/ea0266918-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025114121/ea0266918-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025111744/ea0266149-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025111744/ea0266149-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025104684/ea0263210-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025104684/ea0263210-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025101901/ea0262419-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025101901/ea0262419-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025100982/ea0262090-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025100982/ea0262090-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025087624/ea0257356-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025087624/ea0257356-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025086125/ea0256642-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025086125/ea0256642-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1916241/000121390025084487/ea0256018-6k_parazero.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1916241/000121390025084487/ea0256018-6k_parazero.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1481241/000114036125041177/ef20058533_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1481241/000114036125041177/ef20058533_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1481241/000114036125040350/ef20058187_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1481241/000114036125040350/ef20058187_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1481241/000114036125037797/ef20056876_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1481241/000114036125037797/ef20056876_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1481241/000114036125033658/ef20055027_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1481241/000114036125033658/ef20055027_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1481241/000114036125031754/ef20054141_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1481241/000114036125031754/ef20054141_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1481241/000114036125029870/ef20053581_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1481241/000114036125029870/ef20053581_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1481241/000114036125028833/ef20053249_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1481241/000114036125028833/ef20053249_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000116/form6-kq3x2025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000116/form6-kq3x2025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000114/form6ka-2025xnovemberxrede.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000114/form6ka-2025xnovemberxrede.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000112/form6k-2025xnovemberxredem.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000112/form6k-2025xnovemberxredem.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000107/form6k-2025xoctoberxextens.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000107/form6k-2025xoctoberxextens.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000105/form6k-2025xseptemberxprog.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000105/form6k-2025xseptemberxprog.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000102/form6k-2025xseptemberxinsi.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000102/form6k-2025xseptemberxinsi.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000098/form6k-2025xseptemberxadsr.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000098/form6k-2025xseptemberxadsr.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000080/form6-kq2x2025.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000080/form6-kq2x2025.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000060/form6k-2025xjulyxrisksrela.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000060/form6k-2025xjulyxrisksrela.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000057/form6k-2025xjulyclosingofb.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000057/form6k-2025xjulyclosingofb.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000051/form6k-2025xjunexdealdeck.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000051/form6k-2025xjunexdealdeck.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000048/form6k-resultofgeneralmeet.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000048/form6k-resultofgeneralmeet.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000046/form6ka-2025xjunexamendmen.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000046/form6ka-2025xjunexamendmen.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000043/form6k-2025xjunexdealclosi.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000043/form6k-2025xjunexdealclosi.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000039/form6k-2025xjunenysecompli.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000039/form6k-2025xjunenysecompli.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000037/form6k-2025xjunexstrategic.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000037/form6k-2025xjunexstrategic.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1383395/000138339525000031/form6k-generalmeetingjune2.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1383395/000138339525000031/form6k-generalmeetingjune2.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1775194/000147793225008025/upxi_10q.htm?form=10-Q,10-Q,Incomplete,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1775194/000147793225008025/upxi_10q.htm?form=10-Q,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1775194/000147793225006996/upxi_10k.htm?form=10-K,10-K,OCF positive (self-funding),values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1775194/000147793225006996/upxi_10k.htm?form=10-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1775194/000147793225002895/upxi_10ka.htm?form=10-K,10-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1775194/000147793225002895/upxi_10ka.htm?form=10-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1775194/000147793224008123/upxi_10k.htm?form=10-K,10-K,OCF positive (self-funding),values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1775194/000147793224008123/upxi_10k.htm?form=10-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1823986/000110465925087282/tm2524976d1_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1823986/000110465925087282/tm2524976d1_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1823986/000110465925056664/tm2517246d1_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1823986/000110465925056664/tm2517246d1_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1725033/000110465925114648/tm2531559d1_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1725033/000110465925114648/tm2531559d1_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1725033/000110465925113377/tm2531003d1_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1725033/000110465925113377/tm2531003d1_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1725033/000110465925093879/tm2526957d1_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1725033/000110465925093879/tm2526957d1_6k.htm?form=6-K,,path=edgar_financials
https://www.sec.gov/Archives/edgar/data/1725033/000110465925079858/tm2523386d1_6k.htm?form=6-K,6-K,Missing OCF,values parsed from EDGAR XBRL: https://www.sec.gov/Archives/edgar/data/1725033/000110465925079858/tm2523386d1_6k.htm?form=6-K,,path=edgar_financials
